"DNN","2","2","100","0","0.12851977348327637","0.10474967956542969","0.20871591567993164"
"DNN","2","2","100","0","0.12723588943481445","0.10866713523864746","0.21846270561218262"
"DNN","2","2","100","0","0.11808371543884277","0.10866498947143555","0.20236897468566895"
"DNN","2","2","100","0","0.1183164119720459","0.10062479972839355","0.19315123558044434"
"DNN","2","2","50","0","0.1323850154876709","0.10498309135437012","0.21088290214538574"
"DNN","2","2","50","0","0.128248929977417","0.10843849182128906","0.19789505004882812"
"DNN","2","2","50","0","0.15314984321594238","0.09911870956420898","0.19659805297851562"
"DNN","2","2","50","0","0.1432206630706787","0.11224150657653809","0.19653630256652832"
"DNN","2","2","10","0","0.4357149600982666","0.43280935287475586","0.8341374397277832"
"DNN","2","2","10","0","0.1414353847503662","0.11305809020996094","0.22778081893920898"
"DNN","2","2","10","0","0.16399931907653809","0.14499926567077637","0.28305840492248535"
"DNN","2","2","10","0","0.18972206115722656","0.134429931640625","0.26546430587768555"
"DNN","2","2","10","0","0.1654205322265625","0.1359562873840332","0.24152088165283203"
"DNN","2","2","10","0","0.15953350067138672","0.11971592903137207","0.24609971046447754"
"DNN","2","2","10","0","0.1621081829071045","0.13692259788513184","0.2508046627044678"
"DNN","2","2","38","0","0.16558623313903809","0.13833260536193848","0.2755122184753418"
"DNN","2","2","75","0","0.17078590393066406","0.13176274299621582","0.2680470943450928"
"DNN","2","2","75","0","0.1643352508544922","0.1329340934753418","0.26471853256225586"
"DNN","2","2","75","0","0.16800403594970703","0.13251733779907227","0.2707545757293701"
"DNN","1","3","75","0","0.16305756568908691","0.12682437896728516","0.2593810558319092"
"DNN","1","3","140","0","0.09451103210449219","0.06300520896911621","0.1264042854309082"
